Assurance Data Analytics - Senior,https://www.naukri.com/job-listings-Assurance-Data-Analytics-Senior-EYGBS-INDIA-LLP-Gurgaon-6-to-9-years-140818900285?src=jobsearchDesk&sid=15385956511291&xp=25&px=1,EYGBS (INDIA) LLP,Gurgaon,6-9 yrs,"Data Analytics, Process Improvement, business analytics, Excel, SPSS, SAS",Experience in managing multiple concurrent initiatives from multiple regions or clients;Self-driven and ...,  Not disclosed ,45 days ago
Sr. SAS Data Analytics Consultant,https://www.naukri.com/job-listings-Sr-SAS-Data-Analytics-Consultant-Nupeak-IT-Solutions-Mumbai-Delhi-Jaipur-6-to-10-years-100718003640?src=jobsearchDesk&sid=15385956511291&xp=26&px=1,Nupeak IT Solutions,"Mumbai, Delhi, Jaipur",6-10 yrs,"sas stat, text mining, base sas, data analysis, statistics, analytics...","Typically requires a minimum of 5-7 years experience analyzing data and/or teaching, including at least ...",  Not disclosed ,38 days ago
DATA Analytics / DATA Science / Analyst - SAS / R / Python / RPA / BI,https://www.naukri.com/job-listings-DATA-Analytics-DATA-Science-Analyst-SAS-R-Python-RPA-BI-SLA-Consultants-India-Delhi-NCR-Gurgaon-Noida-0-to-5-years-060918000358?src=jobsearchDesk&sid=15385956511291&xp=27&px=1,SLA Consultants India,"Delhi NCR, Gurgaon, Noida",0-5 yrs,"data Analyst, reporting analyst, SAS, statistics, sas programmer...",None,"    2,00,000 - 4,25,000 P.A.  ",28 days ago
SAS Reporting Trainee - DATA Analytics Group ( Graduate Fresher ),https://www.naukri.com/job-listings-SAS-Reporting-Trainee-DATA-Analytics-Group-Graduate-Fresher-SLA-Consultants-India-Delhi-NCR-Gurgaon-Noida-0-to-5-years-040918000119?src=jobsearchDesk&sid=15385956511291&xp=28&px=1,SLA Consultants India,"Delhi NCR, Gurgaon, Noida",0-5 yrs,"data Analyst, reporting analyst, SAS, statistics, sas programmer...",None,"    2,00,000 - 4,25,000 P.A.  ",30 days ago
Data Analytics - R/ R-studio/ Python Programmer for Noida,https://www.naukri.com/job-listings-Data-Analytics-R-R-studio-Python-Programmer-for-Noida-ANRI-SOLUTIONS-HR-SERVICES-PVT-LTD-Noida-1-to-6-years-211217000404?src=jobsearchDesk&sid=15385956511291&xp=29&px=1,ANRI SOLUTIONS HR SERVICES PVT LTD,Noida,1-6 yrs,"Data Analytics, R, Statistical Modelling, Predictive modelling, Python...","Demonstrable previous experience (project, studies or certifications) in one or more following areas: ...",  Not disclosed ,9 days ago
Senior Data Analytics,https://www.naukri.com/job-listings-Senior-Data-Analytics-CLARITY-CONSULTING-Gurgaon-Sector-24-Gurgaon-4-to-8-years-080918000358?src=jobsearchDesk&sid=15385956511291&xp=30&px=1,CLARITY CONSULTING,Gurgaon(Sector-24 Gurgaon),4-8 yrs,"Tableau, R, Data Analytics, SAS, VBA","Must Have experience : SAS,SSIS,VBA TOOLS,Tableau,R,Python, ...","    7,00,000 - 13,00,000 P.A.  ",7 days ago
Full Stack Java Developer,https://www.naukri.com/job-listings-Full-Stack-Java-Developer-Innefu-Labs-Pvt-Ltd-Delhi-4-to-6-years-011018902361?src=jobsearchDesk&sid=15385956511291&xp=31&px=1,Innefu Labs Pvt. Ltd.,Delhi,4-6 yrs,"Spring Boot, Java, Rest, SOAP, Spring Mvc, Web Services, SQL...", Responsibilities      Translate application storyboards and use cases into ...,  Not disclosed ,1 day ago
Assistant Manager - Data Analytics - Big4,https://www.naukri.com/job-listings-Assistant-Manager-Data-Analytics-Big4-HR-SYNERGY-Gurgaon-Kerala-8-to-11-years-290818901989?src=jobsearchDesk&sid=15385956511291&xp=32&px=1,HR SYNERGY,"Gurgaon, Kerala",8-11 yrs,"SQL, Excel, Javascript, XML, SAS, SPSS, Data Analytics, People Skills...",- Flexible to work in different time zones and travel as required;- Proficient in using statistical ...,  Not disclosed ,35 days ago
Business Analyst/senior Business Analyst - Data Analytics- BFSI Domain,https://www.naukri.com/job-listings-Business-Analyst-senior-Business-Analyst-Data-Analytics-BFSI-Domain-HuQuo-Delhi-NCR-Bengaluru-Gurgaon-2-to-5-years-230818900443?src=jobsearchDesk&sid=15385956511291&xp=33&px=1,HuQuo,"Delhi NCR, Bengaluru, Gurgaon",2-5 yrs,"Business Analysis, Excel, Data Analytics, SAS, VBA, Problem Solving...",- 2-5 years of total experience of Data Analytics / Data Insights Generation;- Experience in credit card ...,  Not disclosed ,36 days ago
Senior Associate Data Analytics - Big4,https://www.naukri.com/job-listings-Senior-Associate-Data-Analytics-Big4-HR-SYNERGY-Gurgaon-Trivandrum-5-to-10-years-140818900615?src=jobsearchDesk&sid=15385956511291&xp=34&px=1,HR SYNERGY,"Gurgaon, Trivandrum",5-10 yrs,"auditing, data analytics, process improvement, Analytics, SQL, SSIS, SSRS...",Experience in managing multiple concurrent initiatives from multiple regions or clients;Self-driven and ...,  Not disclosed ,42 days ago
Vice President (V) - Data Analytics,https://www.naukri.com/job-listings-Vice-President-V-Data-Analytics-Destination-HR-Mumbai-Delhi-NCR-Bengaluru-10-to-20-years-200918000679?src=jobsearchDesk&sid=15385956511291&xp=35&px=1,Destination HR,"Mumbai, Delhi NCR, Bengaluru",10-20 yrs,"data analytics, data modeling, data mining, data extraction, senior analyst...",None,  Not disclosed ,14 days ago
Senior Finance Leader - FSSC Procure to Pay,https://www.naukri.com/job-listings-Senior-Finance-Leader-FSSC-Procure-to-Pay-BT-Global-Business-Services-Pvt-Ltd-Gurgaon-6-to-8-years-031018900330?src=jobsearchDesk&sid=15385956511291&xp=36&px=1,BT Global Business Services Pvt Ltd,Gurgaon,6-8 yrs,"accounting standards, finance, accounts payable, p2p...",- Experience of handling complex and difficult situations with thought and confidence; role models ...,  Not disclosed ,1 day ago
Data Analytics/data Miner US Healthcare Domain/ UK Shift,https://www.naukri.com/job-listings-Data-Analytics-data-Miner-US-Healthcare-Domain-UK-Shift-Next-Step-Services-Private-Limited-Gurgaon-3-to-5-years-210818007692?src=jobsearchDesk&sid=15385956511291&xp=37&px=1,Next Step Services Private Limited,Gurgaon,3-5 yrs,"Advanced Excel, Data Analysis, Time Series, Data Mining, SAS...","Hands-on experience in model building - logistic, liner regression, time series & behavior ...",  Not disclosed ,42 days ago
Business Analyst/senior Business Analyst - Data Analytics - BFSI,https://www.naukri.com/job-listings-Business-Analyst-senior-Business-Analyst-Data-Analytics-BFSI-HuQuo-Consulting-Pvt-Ltd-Delhi-NCR-2-to-5-years-210818001201?src=jobsearchDesk&sid=15385956511291&xp=38&px=1,HuQuo Consulting Pvt. Ltd.,Delhi NCR,2-5 yrs,"Business Analyst, Data Analytics, Analytics, Data Insights Generation, SAS,...",- 2-5 years of total experience of Data Analytics / Data Insights Generation;- Experience in credit card ...,  Not disclosed ,44 days ago
Immediate Job Opening for Data Analytics @ MNC,https://www.naukri.com/job-listings-Immediate-Opening-for-Data-Analytics-MNC-Live-connections-Bengaluru-Hyderabad-Mumbai-Delhi-NCR-2-to-6-years-210918007989?src=jobsearchDesk&sid=15385956511291&xp=39&px=1,Live connections,"Bengaluru, Hyderabad, Mumbai, Delhi NCR",2-6 yrs,"data analytics, sql, R, PYTHON, Machine Learning",None,"    1,25,000 - 6,25,000 P.A.  ",13 days ago
Opportunity for Head of IT - NBFC Domain @ Gurgaon,https://www.naukri.com/job-listings-Opportunity-for-Head-of-IT-NBFC-Domain-Gurgaon-ALT-SHIFT-CONSULTING-PVT-LTD-Gurgaon-10-to-20-years-031018001824?src=jobsearchDesk&sid=15385956511291&xp=40&px=1,ALT SHIFT CONSULTING PVT LTD,Gurgaon,10-20 yrs,"Team Management, Cto, Program Management, It Delivery, Operations, PMP...",A good understanding of financial services industry tech stack architecture and API based stack ...,"    50,00,000 - 65,00,000 P.A.  ",1 day ago
Professor - Data Analytics and Data Sciences,https://www.naukri.com/job-listings-Professor-Data-Analytics-and-Data-Sciences-Indian-Institute-of-Technology-Delhi-Delhi-10-to-15-years-260318900475?src=jobsearchDesk&sid=15385956511291&xp=41&px=1,Indian Institute of Technology Delhi,Delhi,10-15 yrs,None,None,    Pay Scale: Pay Band : Rs.37400-67000(minimum pay of Rs....  ,192 days ago
Assistant Professor (Grade I) - Data Analytics And Data Sciences,https://www.naukri.com/job-listings-Assistant-Professor-Grade-I-Data-Analytics-And-Data-Sciences-Indian-Institute-of-Technology-Delhi-Delhi-3-to-5-years-150518900629?src=jobsearchDesk&sid=15385956511291&xp=42&px=1,Indian Institute of Technology Delhi,Delhi,3-5 yrs,None,None,    Pay Level 12 (Rs.101500-167400) with minimum Pay of Rs....  ,142 days ago
Sr. Director - IT Audit and Data Analytics,https://www.naukri.com/job-listings-Sr-Director-IT-Audit-and-Data-Analytics-Naukri-Employer-Services-Delhi-NCR-13-to-23-years-060918001992?src=jobsearchDesk&sid=15385956511291&xp=43&px=1,Naukri Premium - Employer Services,Delhi NCR,13-23 yrs,"Cisa, Auditing, Information Security, IT Audit, Internal Audit...",Bachelors degree with at least 10 years of experience in IT Auditing and 5+ years of experience in Data ...,  Not disclosed ,14 days ago
SEM Analyst /PPC Manager - Remote,https://www.naukri.com/job-listings-SEM-Analyst-PPC-Manager-Remote-Coalition-India-Delhi-NCR-Amritsar-Chandigarh-Delhi-Gurgaon-0-to-5-years-201016000146?src=jobsearchDesk&sid=15385956511291&xp=44&px=1,Coalition India,"Delhi NCR, Amritsar, Chandigarh, Delhi, Gurgaon",0-5 yrs,"Wordpress, Jquery, css, analytics, market research, data analytics, SEO",Successfully completing Google AdWords Certification if not already ...,  Not disclosed ,3 days ago
SEO Analyst - Remote,https://www.naukri.com/job-listings-SEO-Analyst-Remote-Coalition-India-Mumbai-Bengaluru-Amritsar-Chandigarh-Delhi-0-to-5-years-090816009164?src=jobsearchDesk&sid=15385956511291&xp=45&px=1,Coalition India,"Mumbai, Bengaluru, Amritsar, Chandigarh, Delhi",0-5 yrs,"Wordpress, Jquery, css, analytics, market research, data analytics, SEO",After successfully completing the initial training period you should also be able to perform technical ...,  Not disclosed ,3 days ago
Senior MIS Analyst,https://www.naukri.com/job-listings-Senior-MIS-Analyst-Shield-Autoglass-Ltd-Gurgaon-MG-Road-1-to-5-years-080618002326?src=jobsearchDesk&sid=15385956511291&xp=46&px=1,Shield Autoglass Ltd,Gurgaon(MG Road),1-5 yrs,"Advanced Excel, Macros, MIS, MS Office Tools, Dashboards, Data Analytics...",Hands-on experience in handling data and analytics driven decision making;Hands-on experience on ...,"    1,00,000 - 3,00,000 P.A. Negotiable  ",3 days ago
Senior Business Analyst - DARS,https://www.naukri.com/job-listings-Senior-Business-Analyst-DARS-FIL-India-Business-and-Research-Services-Private-Limited-Gurgaon-5-to-7-years-011018901426?src=jobsearchDesk&sid=15385956511291&xp=47&px=1,FIL India Business and Research Services Private  Limited,Gurgaon,5-7 yrs,"reference data, market data, fixed income derivatives, business analysis...",Exposure to structured software development methodology (preferably Agile or Iterative development ...,  Not disclosed ,3 days ago
Senior Data Analytics,https://www.naukri.com/job-listings-Senior-Data-Analytics-CLARITY-CONSULTING-Gurgaon-4-to-8-years-270818002293?src=jobsearchDesk&sid=15385956511291&xp=48&px=1,CLARITY CONSULTING,Gurgaon,4-8 yrs,"data analytics, SAS, SSIS",Primary Responsibilities:  Analyze large volume of data and define clear strategy in analytical work ...,  Not disclosed ,36 days ago
Data Analytics - Gurgaon,https://www.naukri.com/job-listings-Data-Analytics-Gurgaon-Next-Step-Services-Private-Limited-Gurgaon-9-to-13-years-080818006796?src=jobsearchDesk&sid=15385956511291&xp=49&px=1,Next Step Services Private Limited,Gurgaon,9-13 yrs,"Predictive Modeling, statistical modeling, Machine Learning, Analytics",Candidates should have Banking and Insurance ...,  Not disclosed ,42 days ago
Head - Data Science & Analytics - Financial Services,https://www.naukri.com/job-listings-Head-Data-Science-Analytics-Financial-Services-Dimensions-HRD-Consultants-Noida-6-to-11-years-180918900697?src=jobsearchDesk&sid=15385956511291&xp=50&px=1,Dimensions HRD Consultants,Noida,6-11 yrs,"Data Science, Analytics, Data Mining, Machine Learning, Factor Analysis...","- Incumbent must have Operational understanding includes classical regression, statistical methods like ...",  Not disclosed ,15 days ago
